32 32
    0     0    0.00055   -0.00056
    0     1    0.00050   -0.00271
    0     2    0.00038   -0.00449
    0     3    0.00022   -0.00570
    0     4    0.00006   -0.00627
    0     5   -0.00007   -0.00624
    0     6   -0.00016   -0.00575
    0     7   -0.00021   -0.00497
    0     8   -0.00023   -0.00407
    0     9   -0.00022   -0.00317
    0    10   -0.00019   -0.00235
    0    11   -0.00015   -0.00168
    0    12   -0.00011   -0.00115
    0    13   -0.00008   -0.00076
    0    14   -0.00006   -0.00048
    0    15   -0.00004   -0.00029
    0    16   -0.00002   -0.00017
    0    17   -0.00001   -0.00010
    0    18   -0.00001   -0.00006
    0    19   -0.00000   -0.00003
    0    20   -0.00000   -0.00002
    0    21   -0.00000   -0.00001
    0    22   -0.00000   -0.00000
    0    23   -0.00000   -0.00000
    0    24   -0.00000   -0.00000
    0    25   -0.00000   -0.00000
    0    26   -0.00000   -0.00000
    0    27   -0.00000   -0.00000
    0    28   -0.00000   -0.00000
    0    29   -0.00000   -0.00000
    0    30   -0.00000   -0.00000
    0    31   -0.00000   -0.00000
    1     0    0.00297   -0.00068
    1     1    0.00265   -0.00328
    1     2    0.00200   -0.00542
    1     3    0.00116   -0.00684
    1     4    0.00032   -0.00746
    1     5   -0.00039   -0.00737
    1     6   -0.00088   -0.00675
    1     7   -0.00115   -0.00579
    1     8   -0.00121   -0.00470
    1     9   -0.00114   -0.00364
    1    10   -0.00098   -0.00269
    1    11   -0.00079   -0.00191
    1    12   -0.00060   -0.00130
    1    13   -0.00043   -0.00085
    1    14   -0.00029   -0.00054
    1    15   -0.00019   -0.00033
    1    16   -0.00012   -0.00019
    1    17   -0.00007   -0.00011
    1    18   -0.00004   -0.00006
    1    19   -0.00002   -0.00003
    1    20   -0.00001   -0.00002
    1    21   -0.00001   -0.00001
    1    22   -0.00000   -0.00000
    1    23   -0.00000   -0.00000
    1    24   -0.00000   -0.00000
    1    25   -0.00000   -0.00000
    1    26   -0.00000   -0.00000
    1    27   -0.00000   -0.00000
    1    28   -0.00000   -0.00000
    1    29   -0.00000   -0.00000
    1    30   -0.00000   -0.00000
    1    31   -0.00000   -0.00000
    2     0    0.00622   -0.00099
    2     1    0.00553   -0.00476
    2     2    0.00411   -0.00778
